gene,long_rep1_ASE_pat,long_rep1_ASE_mat,long_rep1_pat_ratio,long_rep1_longread_def,long_rep2_ASE_pat,long_rep2_ASE_mat,long_rep2_pat_ratio,long_rep2_longread_def
Psmb4,186,254,0.422727272727273,none,165,242,0.405405405405405,none
Psmb7,300,338,0.470219435736677,none,262,304,0.462897526501767,none
Psmd1,99,106,0.482926829268293,none,81,76,0.515923566878981,none
Psmd12,163,150,0.520766773162939,none,125,112,0.527426160337553,none
Psmd5,51,74,0.408,none,50,58,0.462962962962963,none
Psmd7,248,153,0.618453865336658,none,197,131,0.600609756097561,none
Psme4,30,55,0.352941176470588,none,32,44,0.421052631578947,none
Psmg4,90,49,0.647482014388489,none,92,74,0.55421686746988,none
Psph,52,57,0.477064220183486,none,48,48,0.5,none
Psrc1,78,87,0.472727272727273,none,58,73,0.442748091603053,none
Ptcd3,94,104,0.474747474747475,none,76,66,0.535211267605634,none
Ptdss1,21,22,0.488372093023256,none,25,38,0.396825396825397,none
Ptgr1,374,88,0.80952380952381,paternal,255,46,0.847176079734219,paternal
Pttg1,279,59,0.825443786982249,paternal,287,53,0.844117647058824,paternal
Pttg1ip,52,34,0.604651162790698,none,53,40,0.56989247311828,none
Pum3,84,85,0.497041420118343,none,73,77,0.486666666666667,none
Pus7,27,37,0.421875,none,29,22,0.568627450980392,none
Pwp2,26,20,0.565217391304348,none,23,25,0.479166666666667,none
Pycr2,79,122,0.393034825870647,none,52,58,0.472727272727273,none
Qtrt1,26,18,0.590909090909091,none,25,17,0.595238095238095,none
Rab21,40,22,0.645161290322581,none,35,24,0.593220338983051,none
Rab4a,48,27,0.64,none,29,16,0.644444444444444,none
Rabggta,41,26,0.611940298507463,none,39,31,0.557142857142857,none
Rabggtb,144,117,0.551724137931034,none,86,61,0.585034013605442,none
Racgap1,42,43,0.494117647058824,none,49,31,0.6125,none
Rad21,170,188,0.474860335195531,none,112,124,0.474576271186441,none
Rad23b,121,128,0.485943775100402,none,134,90,0.598214285714286,none
Rad50,24,27,0.470588235294118,none,22,34,0.392857142857143,none
Rad9a,12,29,0.292682926829268,none,17,26,0.395348837209302,none
Raf1,43,42,0.505882352941176,none,47,36,0.566265060240964,none
Ralb,27,23,0.54,none,30,28,0.517241379310345,none
Ralbp1,21,38,0.355932203389831,none,31,36,0.462686567164179,none
Rapgef1,30,35,0.461538461538462,none,20,23,0.465116279069767,none
Rars,130,140,0.481481481481481,none,111,101,0.523584905660377,none
Rbfa,20,52,0.277777777777778,none,18,32,0.36,none
Rbm19,26,17,0.604651162790698,none,32,22,0.592592592592593,none
Rbm22,33,36,0.478260869565217,none,21,25,0.456521739130435,none
Rbm28,36,47,0.433734939759036,none,35,32,0.522388059701492,none
Rcc1l,36,23,0.610169491525424,none,30,12,0.714285714285714,none
Rchy1,25,28,0.471698113207547,none,25,26,0.490196078431373,none
Rcl1,45,42,0.517241379310345,none,48,50,0.489795918367347,none
Rdh11,119,22,0.843971631205674,paternal,81,22,0.786407766990291,none
Rdm1,28,58,0.325581395348837,none,18,49,0.26865671641791,none
Rdx,93,102,0.476923076923077,none,94,96,0.494736842105263,none
Reps1,50,33,0.602409638554217,none,35,27,0.564516129032258,none
Rest,86,102,0.457446808510638,none,75,90,0.454545454545455,none
Retsat,56,8,0.875,paternal,49,17,0.742424242424242,none
Rfc1,73,81,0.474025974025974,none,63,42,0.6,none
Rif1,68,74,0.47887323943662,none,60,39,0.606060606060606,none
Riok2,66,40,0.622641509433962,none,41,42,0.493975903614458,none
Riok3,34,30,0.53125,none,33,23,0.589285714285714,none
Riox1,41,24,0.630769230769231,none,31,17,0.645833333333333,none
Rlim,0,83,0,maternal,0,46,0,maternal
Rnaseh1,20,21,0.48780487804878,none,15,32,0.319148936170213,none
Rnaseh2a,174,62,0.73728813559322,none,147,73,0.668181818181818,none
Rnaseh2b,87,98,0.47027027027027,none,69,81,0.46,none
Rnf17,9,57,0.136363636363636,maternal,7,54,0.114754098360656,maternal
Rnf19b,30,34,0.46875,none,32,38,0.457142857142857,none
Rnh1,56,66,0.459016393442623,none,46,50,0.479166666666667,none
Rnmt,83,73,0.532051282051282,none,46,49,0.484210526315789,none
Rogdi,44,24,0.647058823529412,none,35,22,0.614035087719298,none
Rp9,51,42,0.548387096774194,none,28,29,0.491228070175439,none
Rpa1,166,126,0.568493150684932,none,121,118,0.506276150627615,none
Rpa2,151,98,0.606425702811245,none,119,91,0.566666666666667,none
Rpap1,40,51,0.43956043956044,none,20,37,0.350877192982456,none
Rpap3,34,25,0.576271186440678,none,31,24,0.563636363636364,none
Rpf1,78,57,0.577777777777778,none,61,39,0.61,none
Rpf2,108,98,0.524271844660194,none,81,67,0.547297297297297,none
Rpl10l,41,44,0.482352941176471,none,44,38,0.536585365853659,none
Rpp30,51,49,0.51,none,44,48,0.478260869565217,none
Rpp40,44,36,0.55,none,25,18,0.581395348837209,none
Rps6ka1,47,68,0.408695652173913,none,61,77,0.442028985507246,none
Rps6ka6,0,108,0,maternal,0,64,0,maternal
Rrm1,138,131,0.513011152416357,none,101,103,0.495098039215686,none
Rrp12,42,32,0.567567567567568,none,42,33,0.56,none
Rrp15,75,72,0.510204081632653,none,47,49,0.489583333333333,none
Rrp1b,83,62,0.572413793103448,none,49,52,0.485148514851485,none
Rrp36,41,31,0.569444444444444,none,33,18,0.647058823529412,none
Rrp9,61,62,0.495934959349593,none,54,58,0.482142857142857,none
Rtca,31,50,0.382716049382716,none,23,56,0.291139240506329,none
Rtf2,29,39,0.426470588235294,none,30,39,0.434782608695652,none
Rtn4,78,76,0.506493506493506,none,58,71,0.449612403100775,none
S100a13,30,81,0.27027027027027,none,21,59,0.2625,none
Saal1,59,44,0.572815533980582,none,34,43,0.441558441558442,none
Sac3d1,30,34,0.46875,none,33,32,0.507692307692308,none
Sall4,85,111,0.433673469387755,none,112,94,0.543689320388349,none
Samhd1,16,30,0.347826086956522,none,23,36,0.389830508474576,none
Samm50,134,111,0.546938775510204,none,100,101,0.497512437810945,none
Sap30bp,27,41,0.397058823529412,none,32,27,0.542372881355932,none
Saraf,48,36,0.571428571428571,none,43,18,0.704918032786885,none
Sars2,36,32,0.529411764705882,none,14,28,0.333333333333333,none
Sart1,25,28,0.471698113207547,none,23,23,0.5,none
Sart3,38,30,0.558823529411765,none,24,27,0.470588235294118,none
Sbds,49,60,0.44954128440367,none,50,29,0.632911392405063,none
Scaf11,42,64,0.39622641509434,none,43,37,0.5375,none
Scarb1,27,45,0.375,none,32,48,0.4,none
Scd1,56,60,0.482758620689655,none,60,62,0.491803278688525,none
Scp2,14,45,0.23728813559322,none,11,50,0.180327868852459,maternal
Sdad1,37,44,0.45679012345679,none,31,35,0.46969696969697,none
Sdf2,44,41,0.517647058823529,none,21,28,0.428571428571429,none
Sdf4,83,67,0.553333333333333,none,58,61,0.487394957983193,none
Sdha,174,170,0.505813953488372,none,135,117,0.535714285714286,none
Sdr39u1,29,17,0.630434782608696,none,33,12,0.733333333333333,none
Sec22b,37,35,0.513888888888889,none,27,29,0.482142857142857,none
Sec23ip,23,32,0.418181818181818,none,20,23,0.465116279069767,none
Sec31a,52,69,0.429752066115702,none,39,55,0.414893617021277,none
Senp2,88,67,0.567741935483871,none,62,36,0.63265306122449,none
Senp6,27,28,0.490909090909091,none,27,19,0.58695652173913,none
Septin11,83,70,0.542483660130719,none,55,76,0.419847328244275,none
Septin9,57,50,0.532710280373832,none,50,63,0.442477876106195,none
Serinc3,86,54,0.614285714285714,none,104,46,0.693333333333333,none
Serpinb6a,108,94,0.534653465346535,none,74,60,0.552238805970149,none
Serpinb6c,32,13,0.711111111111111,none,30,15,0.666666666666667,none
Setd2,33,13,0.717391304347826,none,23,21,0.522727272727273,none
Setdb1,30,20,0.6,none,23,25,0.479166666666667,none
Setx,25,50,0.333333333333333,none,31,45,0.407894736842105,none
Sf3a3,91,78,0.538461538461538,none,68,72,0.485714285714286,none
Sf3b1,105,111,0.486111111111111,none,93,87,0.516666666666667,none
Sfxn1,41,38,0.518987341772152,none,40,34,0.540540540540541,none
Sgo1,58,53,0.522522522522523,none,36,35,0.507042253521127,none
Sgo2a,53,80,0.398496240601504,none,29,37,0.439393939393939,none
Sh3bp4,19,35,0.351851851851852,none,23,40,0.365079365079365,none
Sh3gl1,31,30,0.508196721311475,none,27,30,0.473684210526316,none
Shcbp1,60,31,0.659340659340659,none,42,33,0.56,none
Shkbp1,23,26,0.469387755102041,none,32,20,0.615384615384615,none
Shmt2,118,95,0.553990610328638,none,172,127,0.575250836120401,none
Shoc2,24,30,0.444444444444444,none,28,23,0.549019607843137,none
Ska3,23,38,0.377049180327869,none,25,25,0.5,none
Slc10a7,38,15,0.716981132075472,none,31,14,0.688888888888889,none
Slc12a7,20,32,0.384615384615385,none,27,27,0.5,none
Slc16a1,128,112,0.533333333333333,none,101,87,0.537234042553192,none
Slc20a1,29,42,0.408450704225352,none,33,45,0.423076923076923,none
Slc20a2,44,23,0.656716417910448,none,45,17,0.725806451612903,none
Slc25a12,47,20,0.701492537313433,none,29,16,0.644444444444444,none
Slc25a13,136,169,0.445901639344262,none,96,127,0.430493273542601,none
Slc25a15,40,13,0.754716981132076,none,40,15,0.727272727272727,none
Slc25a39,219,239,0.478165938864629,none,194,223,0.465227817745803,none
Slc25a46,28,27,0.509090909090909,none,26,18,0.590909090909091,none
Slc29a1,48,34,0.585365853658537,none,58,59,0.495726495726496,none
Slc38a1,68,47,0.591304347826087,none,50,42,0.543478260869565,none
Slc38a10,34,54,0.386363636363636,none,44,37,0.54320987654321,none
Slc3a2,240,168,0.588235294117647,none,240,183,0.567375886524823,none
Slc7a5,188,100,0.652777777777778,none,173,111,0.609154929577465,none
Slu7,40,23,0.634920634920635,none,21,22,0.488372093023256,none
Smarcad1,43,70,0.380530973451327,none,25,36,0.409836065573771,none
Smarcb1,66,77,0.461538461538462,none,59,76,0.437037037037037,none
Smarcc1,84,71,0.541935483870968,none,58,67,0.464,none
Smc2,55,72,0.433070866141732,none,47,45,0.510869565217391,none
Smc4,89,81,0.523529411764706,none,73,69,0.514084507042254,none
Smc5,34,23,0.596491228070175,none,28,25,0.528301886792453,none
Smc6,31,33,0.484375,none,49,28,0.636363636363636,none
Smdt1,76,88,0.463414634146341,none,98,87,0.52972972972973,none
Smu1,118,127,0.481632653061224,none,74,81,0.47741935483871,none
Smyd2,29,31,0.483333333333333,none,25,23,0.520833333333333,none
Smyd3,21,31,0.403846153846154,none,21,28,0.428571428571429,none
Snd1,37,45,0.451219512195122,none,22,34,0.392857142857143,none
Snrnp200,35,44,0.443037974683544,none,61,62,0.495934959349593,none
Snrnp40,102,94,0.520408163265306,none,82,60,0.577464788732394,none
Snrpb2,136,149,0.47719298245614,none,72,111,0.39344262295082,none
Snx18,16,28,0.363636363636364,none,17,57,0.22972972972973,none
Snx9,21,20,0.51219512195122,none,24,18,0.571428571428571,none
Son,19,25,0.431818181818182,none,34,26,0.566666666666667,none
Sp2,26,33,0.440677966101695,none,28,45,0.383561643835616,none
Spag5,18,23,0.439024390243902,none,17,24,0.414634146341463,none
Spata5,39,29,0.573529411764706,none,27,24,0.529411764705882,none
Spats2,20,27,0.425531914893617,none,22,36,0.379310344827586,none
Spc25,69,59,0.5390625,none,41,44,0.482352941176471,none
Spcs3,103,41,0.715277777777778,none,83,45,0.6484375,none
Spg21,75,51,0.595238095238095,none,40,52,0.434782608695652,none
Spidr,31,21,0.596153846153846,none,23,18,0.560975609756098,none
Spint2,120,115,0.51063829787234,none,76,77,0.496732026143791,none
Spout1,33,32,0.507692307692308,none,22,35,0.385964912280702,none
Spp1,229,181,0.558536585365854,none,124,264,0.319587628865979,none
Spryd4,22,25,0.468085106382979,none,22,24,0.478260869565217,none
Sptan1,27,26,0.509433962264151,none,56,50,0.528301886792453,none
Sptbn1,22,22,0.5,none,23,28,0.450980392156863,none
Sra1,26,39,0.4,none,45,45,0.5,none
Srfbp1,47,50,0.484536082474227,none,30,21,0.588235294117647,none
Sri,36,37,0.493150684931507,none,29,13,0.69047619047619,none
Srp72,89,82,0.52046783625731,none,68,63,0.519083969465649,none
Srpk1,60,52,0.535714285714286,none,65,41,0.613207547169811,none
Srpk2,25,31,0.446428571428571,none,26,17,0.604651162790698,none
Srpr,32,33,0.492307692307692,none,48,42,0.533333333333333,none
Srrt,83,81,0.50609756097561,none,62,53,0.539130434782609,none
Srsf4,58,59,0.495726495726496,none,34,46,0.425,none
Ssh1,73,7,0.9125,paternal,63,15,0.807692307692308,paternal
Ssr1,126,117,0.518518518518518,none,103,91,0.530927835051546,none
St14,15,32,0.319148936170213,none,13,34,0.276595744680851,none
Stk4,36,40,0.473684210526316,none,27,24,0.529411764705882,none
Stoml2,189,173,0.522099447513812,none,152,165,0.479495268138801,none
Stt3a,42,47,0.471910112359551,none,60,39,0.606060606060606,none
Stt3b,38,42,0.475,none,55,50,0.523809523809524,none
Sucla2,61,79,0.435714285714286,none,55,75,0.423076923076923,none
Suclg1,117,159,0.423913043478261,none,102,115,0.470046082949309,none
Sulf2,49,48,0.505154639175258,none,55,45,0.55,none
Sumf2,25,38,0.396825396825397,none,31,33,0.484375,none
Sun1,35,46,0.432098765432099,none,41,48,0.460674157303371,none
Supt6,24,31,0.436363636363636,none,28,21,0.571428571428571,none
Supv3l1,37,21,0.637931034482759,none,27,32,0.457627118644068,none
Surf1,24,31,0.436363636363636,none,25,29,0.462962962962963,none
Surf2,18,32,0.36,none,18,32,0.36,none
Sympk,44,50,0.468085106382979,none,34,28,0.548387096774194,none
Tacc3,46,55,0.455445544554455,none,39,34,0.534246575342466,none
Tada2a,55,43,0.561224489795918,none,34,32,0.515151515151515,none
Tada3,50,51,0.495049504950495,none,70,63,0.526315789473684,none
Taf1d,75,32,0.700934579439252,none,39,28,0.582089552238806,none
Taf5l,78,53,0.595419847328244,none,79,43,0.647540983606557,none
Taf6,44,25,0.63768115942029,none,27,23,0.54,none
Taf7,132,121,0.521739130434783,none,94,85,0.525139664804469,none
Tamm41,38,51,0.426966292134831,none,32,27,0.542372881355932,none
Tars,170,142,0.544871794871795,none,162,134,0.547297297297297,none
Tars2,38,41,0.481012658227848,none,41,29,0.585714285714286,none
Tasor,17,28,0.377777777777778,none,18,28,0.391304347826087,none
Tax1bp1,41,51,0.445652173913043,none,53,49,0.519607843137255,none
Tbc1d10b,22,32,0.407407407407407,none,28,39,0.417910447761194,none
Tbcb,64,86,0.426666666666667,none,54,87,0.382978723404255,none
Tbcd,25,18,0.581395348837209,none,23,18,0.560975609756098,none
Tbl3,69,67,0.507352941176471,none,51,56,0.476635514018692,none
Tbrg4,25,26,0.490196078431373,none,38,44,0.463414634146341,none
Tbx3,25,59,0.297619047619048,none,30,51,0.37037037037037,none
Tcea3,81,47,0.6328125,none,65,37,0.637254901960784,none
Tcf25,94,52,0.643835616438356,none,131,68,0.658291457286432,none
Tcof1,38,35,0.520547945205479,none,45,42,0.517241379310345,none
Tdp1,30,27,0.526315789473684,none,21,21,0.5,none
Tdp2,87,55,0.612676056338028,none,60,40,0.6,none
Tead2,53,89,0.373239436619718,none,52,82,0.388059701492537,none
Terf1,33,45,0.423076923076923,none,51,42,0.548387096774194,none
Tes,33,42,0.44,none,19,28,0.404255319148936,none
Tet1,50,69,0.420168067226891,none,46,55,0.455445544554455,none
Tex10,47,47,0.5,none,27,38,0.415384615384615,none
Tex19.1,42,22,0.65625,none,41,27,0.602941176470588,none
Tfcp2l1,53,83,0.389705882352941,none,119,150,0.442379182156134,none
Tfdp1,143,101,0.586065573770492,none,150,95,0.612244897959184,none
Tfeb,31,17,0.645833333333333,none,27,20,0.574468085106383,none
Tgoln1,23,27,0.46,none,19,30,0.387755102040816,none
Thap4,29,31,0.483333333333333,none,33,22,0.6,none
Thoc1,33,39,0.458333333333333,none,25,21,0.543478260869565,none
Thoc3,29,38,0.432835820895522,none,21,25,0.456521739130435,none
Thoc5,48,40,0.545454545454545,none,26,38,0.40625,none
Thoc7,61,65,0.484126984126984,none,48,50,0.489795918367347,none
Thop1,85,94,0.474860335195531,none,57,54,0.513513513513513,none
Thumpd1,59,52,0.531531531531532,none,35,28,0.555555555555556,none
Thumpd3,73,93,0.439759036144578,none,33,65,0.336734693877551,none
Timeless,45,28,0.616438356164384,none,41,30,0.577464788732394,none
Timm50,93,43,0.683823529411765,none,65,40,0.619047619047619,none
Tinf2,40,33,0.547945205479452,none,31,28,0.525423728813559,none
Tjp2,51,61,0.455357142857143,none,40,49,0.449438202247191,none
Tk1,90,103,0.466321243523316,none,107,116,0.479820627802691,none
Tkfc,30,17,0.638297872340426,none,30,24,0.555555555555556,none
Tkt,175,176,0.498575498575499,none,127,135,0.484732824427481,none
Tle3,22,38,0.366666666666667,none,45,32,0.584415584415584,none
Tlk1,54,35,0.606741573033708,none,36,24,0.6,none
Tlnrd1,47,27,0.635135135135135,none,32,17,0.653061224489796,none
Tm7sf3,48,77,0.384,none,48,66,0.421052631578947,none
Tm9sf2,57,64,0.471074380165289,none,44,52,0.458333333333333,none
Tmeff1,30,30,0.5,none,26,32,0.448275862068966,none
Tmem192,39,29,0.573529411764706,none,35,33,0.514705882352941,none
Tmem209,80,63,0.559440559440559,none,45,40,0.529411764705882,none
Tmem242,52,28,0.65,none,30,15,0.666666666666667,none
Tmem248,27,42,0.391304347826087,none,25,24,0.510204081632653,none
Tmem258,137,147,0.482394366197183,none,92,131,0.412556053811659,none
Tmem259,39,29,0.573529411764706,none,19,24,0.441860465116279,none
Tmem41b,27,36,0.428571428571429,none,49,37,0.569767441860465,none
Tmem59,39,45,0.464285714285714,none,51,75,0.404761904761905,none
Tmem70,11,32,0.255813953488372,none,20,26,0.434782608695652,none
Tmem8,64,33,0.65979381443299,none,32,22,0.592592592592593,none
Tmod3,25,25,0.5,none,28,30,0.482758620689655,none
Tmpo,29,27,0.517857142857143,none,32,24,0.571428571428571,none
Tnip1,27,16,0.627906976744186,none,33,25,0.568965517241379,none
Tnks2,101,150,0.402390438247012,none,86,97,0.469945355191257,none
Tnpo1,64,80,0.444444444444444,none,58,57,0.504347826086956,none
Tnpo2,65,26,0.714285714285714,none,37,16,0.69811320754717,none
Top2a,300,244,0.551470588235294,none,212,213,0.498823529411765,none
Top3b,29,26,0.527272727272727,none,20,22,0.476190476190476,none
Topbp1,71,60,0.541984732824427,none,62,46,0.574074074074074,none
Tor1a,23,18,0.560975609756098,none,22,22,0.5,none
Tox4,38,41,0.481012658227848,none,44,37,0.54320987654321,none
Tpd52l2,84,63,0.571428571428571,none,52,51,0.504854368932039,none
Tpp2,31,35,0.46969696969697,none,29,41,0.414285714285714,none
Tpr,39,59,0.397959183673469,none,50,58,0.462962962962963,none
Tpx2,94,98,0.489583333333333,none,62,88,0.413333333333333,none
Trappc11,36,24,0.6,none,32,11,0.744186046511628,none
Trappc13,81,59,0.578571428571429,none,48,25,0.657534246575342,none
Trappc2l,69,35,0.663461538461538,none,51,27,0.653846153846154,none
Trh,124,461,0.211965811965812,none,6,90,0.0625,maternal
Trim13,21,51,0.291666666666667,none,29,23,0.557692307692308,none
Trim24,36,56,0.391304347826087,none,29,45,0.391891891891892,none
Trim25,40,40,0.5,none,61,43,0.586538461538462,none
Trim35,24,37,0.39344262295082,none,16,27,0.372093023255814,none
Trim37,31,55,0.36046511627907,none,30,36,0.454545454545455,none
Trim6,60,73,0.451127819548872,none,68,86,0.441558441558442,none
Trim71,32,37,0.463768115942029,none,19,29,0.395833333333333,none
Trim8,38,24,0.612903225806452,none,35,45,0.4375,none
Triml2,39,9,0.8125,paternal,72,12,0.857142857142857,paternal
Trip12,54,39,0.580645161290323,none,66,58,0.532258064516129,none
Trip6,36,26,0.580645161290323,none,26,18,0.590909090909091,none
Trmt1,26,31,0.456140350877193,none,41,14,0.745454545454545,none
Trmt10c,37,56,0.397849462365591,none,28,18,0.608695652173913,none
Trnt1,64,57,0.528925619834711,none,33,35,0.485294117647059,none
Tsc22d4,35,19,0.648148148148148,none,51,25,0.671052631578947,none
Tsfm,78,45,0.634146341463415,none,65,41,0.613207547169811,none
Tspan13,30,36,0.454545454545455,none,32,28,0.533333333333333,none
Tspyl1,22,25,0.468085106382979,none,16,27,0.372093023255814,none
Tsr1,101,92,0.523316062176166,none,91,60,0.602649006622517,none
Tsr3,42,36,0.538461538461538,none,35,33,0.514705882352941,none
Tsta3,46,60,0.433962264150943,none,28,36,0.4375,none
Ttc13,63,19,0.768292682926829,none,37,21,0.637931034482759,none
Ttc27,22,46,0.323529411764706,none,23,19,0.547619047619048,none
Ttc4,23,36,0.389830508474576,none,20,41,0.327868852459016,none
Ttk,40,34,0.540540540540541,none,23,23,0.5,none
Ttll12,43,37,0.5375,none,21,22,0.488372093023256,none
Tubg1,45,32,0.584415584415584,none,27,31,0.46551724137931,none
Tubgcp2,21,23,0.477272727272727,none,28,21,0.571428571428571,none
Tufm,111,110,0.502262443438914,none,107,118,0.475555555555556,none
Twf2,51,58,0.467889908256881,none,44,43,0.505747126436782,none
Txlna,27,31,0.46551724137931,none,25,32,0.43859649122807,none
Txnl1,181,207,0.466494845360825,none,127,119,0.516260162601626,none
Txnrd1,176,228,0.435643564356436,none,114,136,0.456,none
U2surp,63,78,0.446808510638298,none,64,59,0.520325203252033,none
Uap1,33,26,0.559322033898305,none,34,33,0.507462686567164,none
Uba1,0,370,0,maternal,0,327,0,maternal
Uba5,35,18,0.660377358490566,none,31,34,0.476923076923077,none
Ubap2,54,59,0.47787610619469,none,38,56,0.404255319148936,none
Ube2t,48,60,0.444444444444444,none,28,38,0.424242424242424,none
Ube2z,36,37,0.493150684931507,none,24,19,0.558139534883721,none
Ube3c,40,22,0.645161290322581,none,27,14,0.658536585365854,none
Ube4b,22,25,0.468085106382979,none,15,27,0.357142857142857,none
Ubl7,35,44,0.443037974683544,none,35,38,0.479452054794521,none
Ubqln1,62,56,0.525423728813559,none,49,72,0.40495867768595,none
Ubr5,48,44,0.521739130434783,none,63,72,0.466666666666667,none
Ubr7,65,84,0.436241610738255,none,54,71,0.432,none
Ubxn2a,20,40,0.333333333333333,none,18,56,0.243243243243243,none
Ubxn6,40,25,0.615384615384615,none,25,31,0.446428571428571,none
Uchl3,119,144,0.452471482889734,none,94,95,0.497354497354497,none
Uchl5,52,65,0.444444444444444,none,41,56,0.422680412371134,none
Uck2,137,181,0.430817610062893,none,125,173,0.419463087248322,none
Ucp2,74,118,0.385416666666667,none,92,97,0.486772486772487,none
Ufd1,21,22,0.488372093023256,none,23,20,0.534883720930233,none
Ugdh,55,22,0.714285714285714,none,55,26,0.679012345679012,none
Uggt1,25,18,0.581395348837209,none,30,29,0.508474576271186,none
Uhrf1,129,103,0.556034482758621,none,196,167,0.539944903581267,none
Umps,121,97,0.555045871559633,none,87,104,0.455497382198953,none
Ung,55,89,0.381944444444444,none,67,79,0.458904109589041,none
Upf3a,38,19,0.666666666666667,none,41,4,0.911111111111111,paternal
Uqcc1,21,34,0.381818181818182,none,12,36,0.25,none
Uqcrc1,329,413,0.443396226415094,none,260,300,0.464285714285714,none
Uqcrc2,171,177,0.491379310344828,none,163,166,0.495440729483283,none
Urb2,48,15,0.761904761904762,none,59,28,0.67816091954023,none
Uri1,59,57,0.508620689655172,none,38,32,0.542857142857143,none
Uso1,54,41,0.568421052631579,none,47,33,0.5875,none
Usp14,83,79,0.512345679012346,none,60,79,0.431654676258993,none
Usp15,53,52,0.504761904761905,none,39,28,0.582089552238806,none
Usp22,37,45,0.451219512195122,none,23,38,0.377049180327869,none
Usp28,88,49,0.642335766423358,none,59,30,0.662921348314607,none
Usp38,38,25,0.603174603174603,none,28,14,0.666666666666667,none
Usp39,64,79,0.447552447552448,none,40,50,0.444444444444444,none
Usp4,36,36,0.5,none,48,45,0.516129032258065,none
Usp8,27,21,0.5625,none,27,29,0.482142857142857,none
Usp9x,0,102,0,maternal,0,133,0,maternal
Utp14a,0,72,0,maternal,0,49,0,maternal
Utp15,34,27,0.557377049180328,none,27,25,0.519230769230769,none
Utp18,85,74,0.534591194968553,none,86,68,0.558441558441558,none
Utp20,42,22,0.65625,none,24,17,0.585365853658537,none
Utp6,44,62,0.415094339622642,none,16,32,0.333333333333333,none
Vim,56,128,0.304347826086957,none,49,162,0.232227488151659,none
Vmp1,36,34,0.514285714285714,none,24,23,0.51063829787234,none
Vps16,52,48,0.52,none,19,32,0.372549019607843,none
Vps35,279,172,0.618625277161863,none,187,89,0.677536231884058,none
Vps36,67,46,0.592920353982301,none,37,32,0.536231884057971,none
Vps41,58,63,0.479338842975207,none,36,46,0.439024390243902,none
Vti1b,74,17,0.813186813186813,paternal,51,8,0.864406779661017,paternal
Wac,37,23,0.616666666666667,none,30,15,0.666666666666667,none
Wapl,58,73,0.442748091603053,none,44,47,0.483516483516484,none
Wars,29,17,0.630434782608696,none,30,31,0.491803278688525,none
Washc2,31,30,0.508196721311475,none,24,22,0.521739130434783,none
Washc3,44,36,0.55,none,45,21,0.681818181818182,none
Washc4,29,20,0.591836734693878,none,32,13,0.711111111111111,none
Washc5,32,32,0.5,none,30,23,0.566037735849057,none
Wdr12,92,115,0.444444444444444,none,53,77,0.407692307692308,none
Wdr3,45,51,0.46875,none,29,36,0.446153846153846,none
Wdr33,25,24,0.510204081632653,none,34,25,0.576271186440678,none
Wdr36,82,99,0.453038674033149,none,61,61,0.5,none
Wdr43,97,86,0.530054644808743,none,64,72,0.470588235294118,none
Wdr46,32,37,0.463768115942029,none,32,42,0.432432432432432,none
Wdr73,25,29,0.462962962962963,none,28,21,0.571428571428571,none
Wdr75,85,107,0.442708333333333,none,66,56,0.540983606557377,none
Wsb1,28,51,0.354430379746835,none,26,36,0.419354838709677,none
Wsb2,27,29,0.482142857142857,none,22,21,0.511627906976744,none
Wwp2,40,23,0.634920634920635,none,50,20,0.714285714285714,none
Xab2,56,32,0.636363636363636,none,55,24,0.69620253164557,none
Xpnpep1,110,68,0.617977528089888,none,82,82,0.5,none
Xpot,96,86,0.527472527472527,none,70,71,0.49645390070922,none
Xrcc1,31,37,0.455882352941176,none,31,36,0.462686567164179,none
Xrcc5,103,153,0.40234375,none,64,102,0.385542168674699,none
Xrcc6,23,33,0.410714285714286,none,31,19,0.62,none
Yars,73,60,0.548872180451128,none,73,51,0.588709677419355,none
Ydjc,47,33,0.5875,none,25,17,0.595238095238095,none
Zbtb45,30,17,0.638297872340426,none,22,26,0.458333333333333,none
Zc3h14,66,34,0.66,none,43,38,0.530864197530864,none
Zc3hc1,42,71,0.371681415929204,none,37,37,0.5,none
Zcchc8,38,40,0.487179487179487,none,35,36,0.492957746478873,none
Zdhhc18,28,24,0.538461538461538,none,29,16,0.644444444444444,none
Zfp106,69,67,0.507352941176471,none,69,70,0.496402877697842,none
Zfp110,35,22,0.614035087719298,none,24,20,0.545454545454545,none
Zfp24,20,29,0.408163265306122,none,18,30,0.375,none
Zfp277,45,48,0.483870967741935,none,40,44,0.476190476190476,none
Zfp296,40,30,0.571428571428571,none,28,26,0.518518518518518,none
Zfp330,110,43,0.718954248366013,none,72,44,0.620689655172414,none
Zfp593,85,51,0.625,none,66,30,0.6875,none
Zfp598,38,45,0.457831325301205,none,46,30,0.605263157894737,none
Zfp64,20,23,0.465116279069767,none,23,27,0.46,none
Zfp655,42,51,0.451612903225806,none,23,31,0.425925925925926,none
Zfp710,38,46,0.452380952380952,none,29,26,0.527272727272727,none
Zfp869,52,21,0.712328767123288,none,40,13,0.754716981132076,none
Zfp958,54,18,0.75,none,32,13,0.711111111111111,none
Zfr,29,25,0.537037037037037,none,27,34,0.442622950819672,none
Zfyve21,37,32,0.536231884057971,none,31,22,0.584905660377358,none
Zkscan17,29,30,0.491525423728814,none,25,30,0.454545454545455,none
Zmat5,27,22,0.551020408163265,none,28,30,0.482758620689655,none
